"accession","target_name","tlen","query_name","query_accession","qlen","E.value","score...8","bias...9","X.","of","c.Evalue","i.Evalue","score...14","bias...15","hmm_from","hmm_to","ali_from","ali_to","env_from","env_to","acc","description","query_name_clean","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name","origin"
"PF18573","BclA_C",128,"DTR_027076_8","-",162,0.00031,20.8,1.9,1,1,5.9e-08,0.00041,20.4,1.3,40,127,71,161,49,161,0.88,"BclA C-terminal domain","DTR_027076","IMG/M",11949,25,2,0,0,14,"Engineered","Wastewater","Industrial wastewater","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_700858_7","-",209,0.052,13.6,0.1,1,1,4.1e-06,0.084,13,0.1,61,127,141,207,109,208,0.72,"BclA C-terminal domain","DTR_700858","MGnify",18292,53,12,0,0,13,NA,NA,NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_892297_10","-",434,9.2,6.4,13.3,2,4,0.19,4000,-2.1,0.1,78,88,163,173,126,187,0.54,"BclA C-terminal domain","DTR_892297","GOV2",12593,55,3,0,0,21,"Aquatic","Marine",NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_264533_22","-",179,4e-04,20.5,0.4,1,2,1.2,12000,-3.7,0,32,44,6,18,4,22,0.62,"BclA C-terminal domain","DTR_264533","IMG/M",12636,127,3,0,0,20,"Aquatic","Marine","Inlet","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_065945_24","-",413,0.0019,18.3,4.8,1,2,0.013,260,1.7,1.8,69,109,41,82,20,87,0.75,"BclA C-terminal domain","DTR_065945","IMG/M",12859,38,2,0,0,22,"Aquatic","Marine","Oceanic","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_892297_10","-",434,9.2,6.4,13.3,4,4,4.2e-06,0.087,12.9,2.8,22,107,313,410,293,431,0.69,"BclA C-terminal domain","DTR_892297","GOV2",12593,55,3,0,0,21,"Aquatic","Marine",NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_264533_22","-",179,4e-04,20.5,0.4,2,2,6e-08,0.00062,19.8,0.2,4,107,42,155,39,176,0.78,"BclA C-terminal domain","DTR_264533","IMG/M",12636,127,3,0,0,20,"Aquatic","Marine","Inlet","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_364427_5","-",379,1e-06,28.8,1.1,1,1,2.8e-10,2.9e-06,27.4,1.1,22,72,263,316,245,353,0.79,"BclA C-terminal domain","DTR_364427","IMG/M",11801,127,4,0,1,16,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_349085_11","-",202,0.16,12,1.9,1,2,0.3,3100,-1.8,0,36,46,57,67,40,79,0.55,"BclA C-terminal domain","DTR_349085","IMG/M",16991,120,5,0,0,16,"Terrestrial","Soil",NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_287109_11","-",442,0.00026,21.1,1.2,1,1,6e-08,0.00041,20.4,1.2,9,127,320,437,312,438,0.85,"BclA C-terminal domain","DTR_287109","IMG/M",14861,127,7,0,0,7,"Engineered","Wastewater","Anaerobic digestor","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_324563_15","-",417,0.16,12.1,9.9,1,2,0.16,1100,-0.3,1,17,17,258,258,176,297,0.57,"BclA C-terminal domain","DTR_324563","IMG/M",11463,127,3,0,1,20,"Aquatic","Marine","Oil seeps","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_286245_11","-",442,0.00026,21.1,1.2,1,1,6e-08,0.00041,20.4,1.2,9,127,320,437,312,438,0.85,"BclA C-terminal domain","DTR_286245","IMG/M",14861,127,7,0,0,7,"Engineered","Wastewater","Anaerobic digestor","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_065945_24","-",413,0.0019,18.3,4.8,2,2,9.1e-08,0.0019,18.3,4.8,4,103,276,386,273,404,0.63,"BclA C-terminal domain","DTR_065945","IMG/M",12859,38,2,0,0,22,"Aquatic","Marine","Oceanic","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_073934_12","-",252,0.0077,16.3,5.6,1,2,0.33,1700,-1,0.3,43,63,64,84,57,100,0.8,"BclA C-terminal domain","DTR_073934","IMG/M",11887,123,4,0,0,19,"Aquatic","Marine","Oceanic","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_551916_17","-",247,0.029,14.4,1,2,2,1.6e-05,0.081,13,0.1,22,55,212,244,195,245,0.77,"BclA C-terminal domain","DTR_551916","CIBIO",19857,98,18,1,0,9,"Host_Associated","Human","Gut","GCA_004779345.1","non_viral_origin"
"PF18573","BclA_C",128,"DTR_551916_17","-",247,0.029,14.4,1,1,2,0.43,2200,-1.3,0.1,16,46,86,118,73,128,0.57,"BclA C-terminal domain","DTR_551916","CIBIO",19857,98,18,1,0,9,"Host_Associated","Human","Gut","GCA_004779345.1","non_viral_origin"
"PF18573","BclA_C",128,"DTR_229765_6","-",569,0.0048,17,8.8,3,3,4.9e-07,0.01,15.9,3.4,26,99,458,535,449,563,0.81,"BclA C-terminal domain","DTR_229765","IMG/M",8392,38,3,0,0,5,"Aquatic","Marine",NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_892297_10","-",434,9.2,6.4,13.3,1,4,0.18,3800,-2.1,0.1,44,46,52,54,34,111,0.62,"BclA C-terminal domain","DTR_892297","GOV2",12593,55,3,0,0,21,"Aquatic","Marine",NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_285921_6","-",379,1e-06,28.8,1.1,1,1,2.8e-10,2.9e-06,27.4,1.1,22,72,263,316,245,353,0.79,"BclA C-terminal domain","DTR_285921","IMG/M",11801,127,4,0,1,16,"Aquatic","Non_marine saline","Saline","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_892302_14","-",200,3.9e-05,23.7,1.6,1,1,4.3e-09,9e-05,22.6,1.6,4,65,63,125,60,151,0.76,"BclA C-terminal domain","DTR_892302","GOV2",11575,55,4,0,1,16,"Aquatic","Marine",NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_073931_23","-",476,0.0064,16.6,7.2,1,1,2.7e-06,0.019,15.1,7.2,4,68,340,405,337,472,0.66,"BclA C-terminal domain","DTR_073931","IMG/M",12461,123,3,1,0,20,"Aquatic","Marine","Oceanic","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_065948_14","-",380,0.00077,19.5,5.4,2,2,7.1e-08,0.0015,18.6,3.5,3,127,243,376,241,377,0.69,"BclA C-terminal domain","DTR_065948","IMG/M",12242,123,3,1,0,20,"Aquatic","Marine","Oceanic","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_890593_27","-",165,0.074,13.1,0.2,1,1,5.2e-06,0.11,12.6,0.2,43,107,78,143,28,155,0.85,"BclA C-terminal domain","DTR_890593","GOV2",19682,25,2,0,0,26,"Aquatic","Marine",NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_718263_12","-",167,6.9e-08,32.6,0.1,1,1,1e-11,1.1e-07,32,0.1,6,111,39,146,34,159,0.87,"BclA C-terminal domain","DTR_718263","MGnify",18541,55,3,0,0,17,NA,NA,NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_324563_15","-",417,0.16,12.1,9.9,2,2,4.8e-06,0.033,14.3,4.7,20,107,296,394,272,414,0.7,"BclA C-terminal domain","DTR_324563","IMG/M",11463,127,3,0,1,20,"Aquatic","Marine","Oil seeps","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_065954_1","-",165,0.019,15.1,1.5,1,1,1.2e-06,0.026,14.6,1.5,30,111,58,146,50,161,0.73,"BclA C-terminal domain","DTR_065954","IMG/M",11841,123,3,0,0,17,"Aquatic","Marine","Oceanic","NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_229765_6","-",569,0.0048,17,8.8,1,3,0.0066,140,2.6,0,50,77,212,240,209,259,0.83,"BclA C-terminal domain","DTR_229765","IMG/M",8392,38,3,0,0,5,"Aquatic","Marine",NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_349085_11","-",202,0.16,12,1.9,2,2,2.8e-05,0.29,11.2,0.6,87,128,154,195,83,195,0.82,"BclA C-terminal domain","DTR_349085","IMG/M",16991,120,5,0,0,16,"Terrestrial","Soil",NA,"NULL","non_viral_origin"
"PF18573","BclA_C",128,"DTR_718226_20","-",112,0.0022,18.1,0,1,1,4.1e-07,0.0043,17.1,0,5,73,38,106,34,110,0.88,"BclA C-terminal domain","DTR_718226","MGnify",18541,55,4,0,0,16,NA,NA,NA,"NULL","non_viral_origin"
"PF18628","P2_N",127,"DTR_265484_3","-",272,1.1e-26,93.3,0.2,2,2,0.00051,11,6.1,0,22,64,169,206,149,227,0.84,"Viral coat protein P2 N-terminal domain","DTR_265484","IMG/M",10792,127,3,0,0,21,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265978_11","-",272,4.9e-27,94.5,0.1,2,2,0.00038,8,6.5,0,22,64,169,206,149,227,0.85,"Viral coat protein P2 N-terminal domain","DTR_265978","IMG/M",10256,127,3,0,0,19,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_648228_4","-",304,0.00013,22,0,2,3,0.12,2500,-1.6,0,38,62,207,231,202,234,0.87,"Viral coat protein P2 N-terminal domain","DTR_648228","MGnify",12353,55,2,0,0,17,"Engineered","Wastewater",NA,"NULL","viral_origin"
"PF18628","P2_N",127,"DTR_038017_4","-",274,7.8e-24,84.1,0.6,2,2,3.3e-06,0.069,13.2,0.1,7,66,159,214,155,268,0.78,"Viral coat protein P2 N-terminal domain","DTR_038017","IMG/M",10189,40,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265978_11","-",272,4.9e-27,94.5,0.1,1,2,9.7e-29,2e-24,86,0,4,127,8,136,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_265978","IMG/M",10256,127,3,0,0,19,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265858_3","-",274,7.8e-24,84.1,0.6,1,2,2e-23,4.1e-19,68.9,0,5,124,9,137,6,142,0.81,"Viral coat protein P2 N-terminal domain","DTR_265858","IMG/M",10276,127,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265977_7","-",271,5.5e-33,113.7,0,2,2,0.00051,2.6,8.1,0,19,66,165,208,153,227,0.82,"Viral coat protein P2 N-terminal domain","DTR_265977","IMG/M",10384,127,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037642_23","-",274,7.8e-24,84.1,0.6,1,2,2e-23,4.1e-19,68.9,0,5,124,9,137,6,142,0.81,"Viral coat protein P2 N-terminal domain","DTR_037642","IMG/M",10197,48,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_051147_24","-",273,2.3e-26,92.3,0.1,2,2,1.6e-06,0.033,14.2,0,38,82,183,227,175,267,0.84,"Viral coat protein P2 N-terminal domain","DTR_051147","IMG/M",11384,100,1,0,0,24,"Aquatic","Marine","Coastal","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037208_15","-",272,1.1e-26,93.3,0.2,2,2,0.00051,11,6.1,0,22,64,169,206,149,227,0.84,"Viral coat protein P2 N-terminal domain","DTR_037208","IMG/M",10725,60,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265858_3","-",274,7.8e-24,84.1,0.6,2,2,3.3e-06,0.069,13.2,0.1,7,66,159,214,155,268,0.78,"Viral coat protein P2 N-terminal domain","DTR_265858","IMG/M",10276,127,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265484_3","-",272,1.1e-26,93.3,0.2,1,2,1.5e-28,3.1e-24,85.4,0,4,127,8,136,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_265484","IMG/M",10792,127,3,0,0,21,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_641932_4","-",316,0.028,14.5,0.5,1,2,0.02,420,1,0,36,55,53,71,31,79,0.77,"Viral coat protein P2 N-terminal domain","DTR_641932","MGnify",9179,55,3,0,0,17,"Aquatic","Marine",NA,"NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037665_9","-",272,4.9e-27,94.5,0.1,2,2,0.00038,8,6.5,0,22,64,169,206,149,227,0.85,"Viral coat protein P2 N-terminal domain","DTR_037665","IMG/M",10189,60,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_648228_4","-",304,0.00013,22,0,3,3,0.67,14000,-4,0,105,115,272,282,270,289,0.69,"Viral coat protein P2 N-terminal domain","DTR_648228","MGnify",12353,55,2,0,0,17,"Engineered","Wastewater",NA,"NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037154_9","-",272,4.9e-27,94.5,0.1,2,2,0.00038,8,6.5,0,22,64,169,206,149,227,0.85,"Viral coat protein P2 N-terminal domain","DTR_037154","IMG/M",10188,59,3,0,0,19,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_038017_4","-",274,7.8e-24,84.1,0.6,1,2,2e-23,4.1e-19,68.9,0,5,124,9,137,6,142,0.81,"Viral coat protein P2 N-terminal domain","DTR_038017","IMG/M",10189,40,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037153_11","-",271,5.5e-33,113.7,0,1,2,1.4e-33,7.2e-30,103.6,0,3,126,7,135,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_037153","IMG/M",10316,59,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_208552_8","-",280,2.3e-27,95.5,0.9,1,2,2.5e-30,5.2e-26,91.2,0.3,4,127,15,143,12,143,0.97,"Viral coat protein P2 N-terminal domain","DTR_208552","IMG/M",12447,123,2,0,0,26,"Aquatic","Sediment",NA,"NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265524_9","-",272,4.9e-27,94.5,0.1,1,2,9.7e-29,2e-24,86,0,4,127,8,136,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_265524","IMG/M",10224,95,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037686_22","-",274,7.8e-24,84.1,0.6,1,2,2e-23,4.1e-19,68.9,0,5,124,9,137,6,142,0.81,"Viral coat protein P2 N-terminal domain","DTR_037686","IMG/M",10209,60,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_266119_18","-",272,4.9e-27,94.5,0.1,2,2,0.00038,8,6.5,0,22,64,169,206,149,227,0.85,"Viral coat protein P2 N-terminal domain","DTR_266119","IMG/M",10256,127,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265747_16","-",271,1.1e-33,116,0,2,2,7.6e-05,0.53,10.3,0,19,66,165,208,153,227,0.83,"Viral coat protein P2 N-terminal domain","DTR_265747","IMG/M",10312,99,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_648228_4","-",304,0.00013,22,0,1,3,9.7e-08,0.002,18.1,0,7,69,18,93,15,151,0.75,"Viral coat protein P2 N-terminal domain","DTR_648228","MGnify",12353,55,2,0,0,17,"Engineered","Wastewater",NA,"NULL","viral_origin"
"PF18628","P2_N",127,"DTR_266119_18","-",272,4.9e-27,94.5,0.1,1,2,9.7e-29,2e-24,86,0,4,127,8,136,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_266119","IMG/M",10256,127,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265977_7","-",271,5.5e-33,113.7,0,1,2,1.4e-33,7.2e-30,103.6,0,3,126,7,135,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_265977","IMG/M",10384,127,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265531_25","-",209,7.2e-34,116.6,0.1,2,2,5.7e-05,0.59,10.2,0,19,66,165,208,153,209,0.83,"Viral coat protein P2 N-terminal domain","DTR_265531","IMG/M",10341,127,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265559_14","-",274,7.8e-24,84.1,0.6,2,2,3.3e-06,0.069,13.2,0.1,7,66,159,214,155,268,0.78,"Viral coat protein P2 N-terminal domain","DTR_265559","IMG/M",10276,127,4,0,0,19,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037154_9","-",272,4.9e-27,94.5,0.1,1,2,9.7e-29,2e-24,86,0,4,127,8,136,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_037154","IMG/M",10188,59,3,0,0,19,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265689_9","-",272,4.9e-27,94.5,0.1,2,2,0.00038,8,6.5,0,22,64,169,206,149,227,0.85,"Viral coat protein P2 N-terminal domain","DTR_265689","IMG/M",10256,127,3,0,0,21,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265689_9","-",272,4.9e-27,94.5,0.1,1,2,9.7e-29,2e-24,86,0,4,127,8,136,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_265689","IMG/M",10256,127,3,0,0,21,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_051147_24","-",273,2.3e-26,92.3,0.1,1,2,1.2e-25,2.4e-21,76.1,0,4,125,7,138,5,140,0.93,"Viral coat protein P2 N-terminal domain","DTR_051147","IMG/M",11384,100,1,0,0,24,"Aquatic","Marine","Coastal","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265302_18","-",271,3.9e-33,114.2,0,1,2,2.4e-33,1.7e-29,102.5,0,3,126,7,135,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_265302","IMG/M",10583,127,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_036784_20","-",272,4.9e-27,94.5,0.1,2,2,0.00038,8,6.5,0,22,64,169,206,149,227,0.85,"Viral coat protein P2 N-terminal domain","DTR_036784","IMG/M",10181,52,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_036784_20","-",272,4.9e-27,94.5,0.1,1,2,9.7e-29,2e-24,86,0,4,127,8,136,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_036784","IMG/M",10181,52,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037208_15","-",272,1.1e-26,93.3,0.2,1,2,1.5e-28,3.1e-24,85.4,0,4,127,8,136,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_037208","IMG/M",10725,60,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265531_25","-",209,7.2e-34,116.6,0.1,1,2,3.3e-34,3.4e-30,104.7,0,3,126,7,135,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_265531","IMG/M",10341,127,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_208552_8","-",280,2.3e-27,95.5,0.9,2,2,0.0044,92,3.1,0,39,82,195,237,186,256,0.87,"Viral coat protein P2 N-terminal domain","DTR_208552","IMG/M",12447,123,2,0,0,26,"Aquatic","Sediment",NA,"NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265559_14","-",274,7.8e-24,84.1,0.6,1,2,2e-23,4.1e-19,68.9,0,5,124,9,137,6,142,0.81,"Viral coat protein P2 N-terminal domain","DTR_265559","IMG/M",10276,127,4,0,0,19,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037153_11","-",271,5.5e-33,113.7,0,2,2,0.00051,2.6,8.1,0,19,66,165,208,153,227,0.82,"Viral coat protein P2 N-terminal domain","DTR_037153","IMG/M",10316,59,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037665_9","-",272,4.9e-27,94.5,0.1,1,2,9.7e-29,2e-24,86,0,4,127,8,136,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_037665","IMG/M",10189,60,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_051020_15","-",273,2.3e-26,92.3,0.1,2,2,1.6e-06,0.033,14.2,0,38,82,183,227,175,267,0.84,"Viral coat protein P2 N-terminal domain","DTR_051020","IMG/M",11404,120,1,0,0,23,"Aquatic","Marine","Coastal","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037686_22","-",274,7.8e-24,84.1,0.6,2,2,3.3e-06,0.069,13.2,0.1,7,66,159,214,155,268,0.78,"Viral coat protein P2 N-terminal domain","DTR_037686","IMG/M",10209,60,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_641932_4","-",316,0.028,14.5,0.5,2,2,1.6e-05,0.34,10.9,0.1,13,66,189,245,181,294,0.81,"Viral coat protein P2 N-terminal domain","DTR_641932","MGnify",9179,55,3,0,0,17,"Aquatic","Marine",NA,"NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265302_18","-",271,3.9e-33,114.2,0,2,2,0.00011,0.8,9.7,0,19,66,165,208,153,227,0.83,"Viral coat protein P2 N-terminal domain","DTR_265302","IMG/M",10583,127,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_037642_23","-",274,7.8e-24,84.1,0.6,2,2,3.3e-06,0.069,13.2,0.1,7,66,159,214,155,268,0.78,"Viral coat protein P2 N-terminal domain","DTR_037642","IMG/M",10197,48,4,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265747_16","-",271,1.1e-33,116,0,1,2,1e-33,6.9e-30,103.7,0,3,126,7,135,5,136,0.95,"Viral coat protein P2 N-terminal domain","DTR_265747","IMG/M",10312,99,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265524_9","-",272,4.9e-27,94.5,0.1,2,2,0.00038,8,6.5,0,22,64,169,206,149,227,0.85,"Viral coat protein P2 N-terminal domain","DTR_265524","IMG/M",10224,95,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_051020_15","-",273,2.3e-26,92.3,0.1,1,2,1.2e-25,2.4e-21,76.1,0,4,125,7,138,5,140,0.93,"Viral coat protein P2 N-terminal domain","DTR_051020","IMG/M",11404,120,1,0,0,23,"Aquatic","Marine","Coastal","NULL","viral_origin"
"PF18628","P2_N",127,"DTR_265531_1","-",104,0.16,12,0,1,1,2.4e-05,0.24,11.4,0,28,66,8,41,1,60,0.83,"Viral coat protein P2 N-terminal domain","DTR_265531","IMG/M",10341,127,4,0,0,21,"Aquatic","Freshwater","Sediment","NULL","viral_origin"
"PF18666","CBM64",74,"DTR_530068_10","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_530068","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_374699_10","-",190,0.078,13.3,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_374699","CIBIO",10318,119,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_530068_10","-",190,0.07,13.4,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_530068","CIBIO",10376,60,3,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_825214_9","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_825214","HGM",9614,88,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_816106_9","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_816106","HGM",9598,45,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_095461_1","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_095461","IMG/M",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_827954_1","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_827954","HGM",9994,99,3,0,0,6,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_560002_2","-",190,0.1,12.9,0.2,1,2,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_560002","MGnify",9897,127,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_422455_2","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_422455","CIBIO",9830,61,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_743367_9","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_743367","HGM",9799,31,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_826735_9","-",190,0.07,13.4,0.1,1,3,1.1,7500,-2.7,0,52,64,8,20,4,25,0.72,"Carbohydrate-binding module 64","DTR_826735","HGM",9866,99,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_848055_3","-",190,0.078,13.3,0.1,2,3,0.0086,59,4,0.1,41,72,69,100,51,102,0.91,"Carbohydrate-binding module 64","DTR_848055","HGM",9885,119,2,0,0,9,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_743367_9","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_743367","HGM",9799,31,2,0,0,8,"Host_Associated","Human","Gut","NULL","non_viral_origin"
"PF18666","CBM64",74,"DTR_520520_9","-",190,0.07,13.4,0.1,3,3,0.0013,9.2,6.6,0,32,64,122,154,103,162,0.81,"Carbohydrate-binding module 64","DTR_520520","CIBIO",9671,119,2,0,0,7,"Host_Associated","Human","Gut","NULL","non_viral_origin"
