"X","accession","target_name","query_name_clean","description","data_source","contig_length","dtr_length","genes_viral","genes_plasmid","genes_microbial","genes_unknown","biome1","biome2","biome3","gca_name","T_number","origin_genes","description_clean","classification","origin","functional_category"
680,"PF09113","N-glycanase_C","DTR_830117","Peptide-N-glycosidase F, C terminal","HGM",17220,68,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
681,"PF09113","N-glycanase_C","DTR_861772","Peptide-N-glycosidase F, C terminal","HGM",17224,72,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
682,"PF09113","N-glycanase_C","DTR_861772","Peptide-N-glycosidase F, C terminal","HGM",17224,72,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
683,"PF09113","N-glycanase_C","DTR_794932","Peptide-N-glycosidase F, C terminal","HGM",17245,93,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
684,"PF09113","N-glycanase_C","DTR_794932","Peptide-N-glycosidase F, C terminal","HGM",17245,93,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
685,"PF18573","BclA_C","DTR_285921","BclA C-terminal domain","IMG/M",11801,127,4,0,1,16,"Aquatic","Non-marine saline","Saline","NULL",3,"viral","bcla c terminal domain","Unknown","Prokaryotic","Other"
686,"PF09113","N-glycanase_C","DTR_835211","Peptide-N-glycosidase F, C terminal","HGM",17219,58,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
687,"PF09113","N-glycanase_C","DTR_835211","Peptide-N-glycosidase F, C terminal","HGM",17219,58,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
688,"PF05899","Cupin_3","DTR_315534","EutQ-like cupin domain","IMG/M",18494,99,11,0,0,25,"Aquatic","Freshwater","Lentic","NULL",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
689,"PF05899","Cupin_3","DTR_315534","EutQ-like cupin domain","IMG/M",18494,99,11,0,0,25,"Aquatic","Freshwater","Lentic","NULL",4,"viral","eutq like cupin domain","Unknown","Varies (Prok/Euk)","Other"
690,"PF09113","N-glycanase_C","DTR_787647","Peptide-N-glycosidase F, C terminal","HGM",17216,64,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
691,"PF09113","N-glycanase_C","DTR_787647","Peptide-N-glycosidase F, C terminal","HGM",17216,64,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
692,"PF18628","P2_N","DTR_265484","Viral coat protein P2 N-terminal domain","IMG/M",10792,127,3,0,0,21,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
693,"PF18628","P2_N","DTR_265484","Viral coat protein P2 N-terminal domain","IMG/M",10792,127,3,0,0,21,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
694,"PF09113","N-glycanase_C","DTR_835502","Peptide-N-glycosidase F, C terminal","HGM",17239,84,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
695,"PF09113","N-glycanase_C","DTR_835502","Peptide-N-glycosidase F, C terminal","HGM",17239,84,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
696,"PF21340","Polysacc_lyase-like","DTR_208283","Cip1-like, core domain","IMG/M",9134,111,2,0,0,14,"Aquatic","Non-marine saline","Hypersaline","NULL",3,"viral","cip1 like, core domain","Unknown","Eukaryotic","Other"
697,"PF21340","Polysacc_lyase-like","DTR_208283","Cip1-like, core domain","IMG/M",9134,111,2,0,0,14,"Aquatic","Non-marine saline","Hypersaline","NULL",3,"viral","cip1 like, core domain","Unknown","Eukaryotic","Other"
698,"PF21454","MSP1_barrel","DTR_008128","Major structural protein 1, jelly-roll domain","IMG/M",6144,46,2,0,0,2,"Aquatic","Marine","Oceanic","NULL",1,"viral","major structural protein 1, jelly roll domain","Unknown","Unknown","Capsid Protein"
699,"PF17991","Thioredoxin_10","DTR_482508","Thioredoxin like C-terminal domain","CIBIO",16196,55,6,0,0,18,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
700,"PF17991","Thioredoxin_10","DTR_482508","Thioredoxin like C-terminal domain","CIBIO",16196,55,6,0,0,18,"Host-Associated","Human","Gut","GCA_003691915.1",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
701,"PF18628","P2_N","DTR_036784","Viral coat protein P2 N-terminal domain","IMG/M",10181,52,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
702,"PF18628","P2_N","DTR_036784","Viral coat protein P2 N-terminal domain","IMG/M",10181,52,3,0,0,20,"Aquatic","Freshwater","Sediment","NULL",3,"viral","viral coat protein p2 n terminal domain","Viral","Viral","Capsid Protein"
703,"PF17991","Thioredoxin_10","DTR_719345","Thioredoxin like C-terminal domain","MGnify",16416,55,8,0,0,17,"Host-Associated","Human","Gut","NULL",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
704,"PF17991","Thioredoxin_10","DTR_719345","Thioredoxin like C-terminal domain","MGnify",16416,55,8,0,0,17,"Host-Associated","Human","Gut","NULL",4,"viral","thioredoxin like c terminal domain","Unknown","Varies (Prok/Euk/Viral)","Other"
705,"PF09113","N-glycanase_C","DTR_833896","Peptide-N-glycosidase F, C terminal","HGM",17253,92,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
706,"PF09113","N-glycanase_C","DTR_833896","Peptide-N-glycosidase F, C terminal","HGM",17253,92,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
707,"PF09113","N-glycanase_C","DTR_852776","Peptide-N-glycosidase F, C terminal","HGM",17204,37,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
708,"PF09113","N-glycanase_C","DTR_852776","Peptide-N-glycosidase F, C terminal","HGM",17204,37,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
709,"PF13157","Enas","DTR_047003","Endospore appendages","IMG/M",4314,90,1,0,0,9,"Aquatic","Freshwater","Lentic","NULL",1,"viral","endospore appendages","Unknown","Prokaryotic","Structural Protein"
710,"PF13157","Enas","DTR_047003","Endospore appendages","IMG/M",4314,90,1,0,0,9,"Aquatic","Freshwater","Lentic","NULL",1,"viral","endospore appendages","Unknown","Prokaryotic","Structural Protein"
711,"PF09113","N-glycanase_C","DTR_827005","Peptide-N-glycosidase F, C terminal","HGM",17253,92,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
712,"PF09113","N-glycanase_C","DTR_827005","Peptide-N-glycosidase F, C terminal","HGM",17253,92,4,0,0,13,"Host-Associated","Human","Gut","GCA_003502105.1",4,"viral","peptide n glycosidase f, c terminal","Unknown","Prokaryotic","Enzyme"
